Data da Leitura;Vazio;Ponta;Cheias
2023-12-12 00:00:00;13603;2074;5262
2023-12-11 00:00:00;13601;2072;5259
2023-12-10 00:00:00;13590;2070;5253
2023-12-09 00:00:00;13587;2069;5249
2023-12-08 00:00:00;13578;2068;5245
2023-12-07 00:00:00;13570;2067;5243
2023-12-06 00:00:00;13561;2066;5241
2023-12-05 00:00:00;13554;2064;5237
2023-12-04 00:00:00;13545;2063;5234
2023-12-03 00:00:00;13535;2062;5231
2023-12-02 00:00:00;13533;2061;5229
2023-12-01 00:00:00;13526;2059;5225
2023-11-30 00:00:00;13522;2058;5222
2023-11-29 00:00:00;13519;2057;5219
2023-11-28 00:00:00;13514;2056;5215
2023-11-27 00:00:00;13507;2055;5212
2023-11-26 00:00:00;13505;2053;5209
2023-11-25 00:00:00;13501;2052;5204
2023-11-24 00:00:00;13494;2051;5201
2023-11-23 00:00:00;13489;2050;5199
2023-11-22 00:00:00;13483;2048;5197
2023-11-21 00:00:00;13476;2047;5195
2023-11-20 00:00:00;13474;2046;5191
2023-11-19 00:00:00;13468;2045;5188
2023-11-18 00:00:00;13458;2043;5183
2023-11-17 00:00:00;13448;2042;5180
2023-11-16 00:00:00;13441;2041;5178
2023-11-15 00:00:00;13430;2040;5176
2023-11-14 00:00:00;13424;2039;5174
2023-11-13 00:00:00;13416;2037;5170
2023-11-12 00:00:00;13409;2036;5168
2023-11-11 00:00:00;13403;2034;5165
2023-11-10 00:00:00;13393;2033;5161
2023-11-09 00:00:00;13387;2032;5158
2023-11-08 00:00:00;13377;2031;5154
2023-11-07 00:00:00;13367;2030;5151
2023-11-06 00:00:00;13360;2028;5148
2023-11-05 00:00:00;13354;2027;5144
2023-11-04 00:00:00;13341;2026;5141
2023-11-03 00:00:00;13334;2025;5138
2023-11-02 00:00:00;13328;2023;5135
2023-11-01 00:00:00;13323;2022;5131
2023-10-31 00:00:00;13320;2021;5129
2023-10-30 00:00:00;13315;2020;5125
2023-10-29 00:00:00;13303;2019;5123
2023-10-28 00:00:00;13299;2018;5120
2023-10-27 00:00:00;13290;2017;5117
2023-10-26 00:00:00;13283;2015;5115
2023-10-25 00:00:00;13278;2014;5112
2023-10-24 00:00:00;13266;2013;5109
2023-10-23 00:00:00;13262;2012;5107
2023-10-22 00:00:00;13256;2011;5103
2023-10-21 00:00:00;13250;2010;5101
2023-10-20 00:00:00;13246;2009;5098
2023-10-19 00:00:00;13238;2008;5095
2023-10-18 00:00:00;13233;2007;5091
2023-10-17 00:00:00;13231;2005;5088
2023-10-16 00:00:00;13226;2004;5085
2023-10-15 00:00:00;13216;2003;5081
2023-10-14 00:00:00;13212;2002;5078
2023-10-13 00:00:00;13204;2001;5075
2023-10-12 00:00:00;13198;2000;5072
2023-10-11 00:00:00;13192;1999;5070
2023-10-10 00:00:00;13185;1998;5067
2023-10-09 00:00:00;13182;1997;5064
2023-10-08 00:00:00;13176;1996;5061
2023-10-07 00:00:00;13170;1995;5058
2023-10-06 00:00:00;13168;1994;5057
2023-10-05 00:00:00;13164;1993;5055
2023-10-04 00:00:00;13159;1991;5052
2023-10-03 00:00:00;13153;1989;5049
2023-10-02 00:00:00;13148;1988;5047
2023-10-01 00:00:00;13141;1987;5043
2023-09-30 00:00:00;13133;1986;5040
2023-09-29 00:00:00;13124;1985;5038
2023-09-28 00:00:00;13113;1983;5036
2023-09-27 00:00:00;13099;1981;5032
2023-09-26 00:00:00;13095;1980;5030
2023-09-25 00:00:00;13089;1979;5027
2023-09-24 00:00:00;13080;1978;5022
2023-09-23 00:00:00;13071;1977;5019
2023-09-22 00:00:00;13068;1976;5017
2023-09-21 00:00:00;13062;1975;5013
2023-09-20 00:00:00;13050;1973;5010
2023-09-19 00:00:00;13041;1972;5008
2023-09-18 00:00:00;13031;1971;5006
2023-09-17 00:00:00;13020;1970;5003
2023-09-16 00:00:00;13013;1968;5001
2023-09-15 00:00:00;13005;1967;4999
2023-09-14 00:00:00;12997;1966;4996
2023-09-13 00:00:00;12982;1966;4992
2023-09-12 00:00:00;12980;1964;4989
2023-09-11 00:00:00;12978;1963;4985
2023-09-10 00:00:00;12972;1962;4982
2023-09-09 00:00:00;12965;1961;4980
2023-09-08 00:00:00;12962;1960;4976
2023-09-07 00:00:00;12953;1958;4974
2023-09-06 00:00:00;12946;1957;4971
2023-09-05 00:00:00;12937;1957;4968
2023-09-04 00:00:00;12932;1956;4965
2023-09-03 00:00:00;12928;1955;4962
2023-09-02 00:00:00;12922;1953;4958
2023-09-01 00:00:00;12916;1952;4956
2023-08-31 00:00:00;12914;1952;4954
2023-08-30 00:00:00;12913;1951;4952
2023-08-29 00:00:00;12911;1950;4951
2023-08-28 00:00:00;12909;1949;4949
2023-08-27 00:00:00;12907;1949;4947
2023-08-26 00:00:00;12905;1948;4945
2023-08-25 00:00:00;12903;1947;4943
2023-08-24 00:00:00;12901;1947;4941
2023-08-23 00:00:00;12900;1945;4939
2023-08-22 00:00:00;12898;1944;4937
2023-08-21 00:00:00;12896;1944;4935
2023-08-20 00:00:00;12894;1942;4934
2023-08-19 00:00:00;12892;1941;4932
2023-08-18 00:00:00;12890;1939;4930
2023-08-17 00:00:00;12884;1937;4926
2023-08-16 00:00:00;12873;1936;4923
2023-08-15 00:00:00;12862;1935;4920
2023-08-14 00:00:00;12850;1935;4918
2023-08-13 00:00:00;12840;1934;4915
2023-08-12 00:00:00;12833;1932;4913
2023-08-11 00:00:00;12822;1931;4909
2023-08-10 00:00:00;12813;1930;4906
2023-08-09 00:00:00;12807;1929;4903
2023-08-08 00:00:00;12802;1928;4898
2023-08-07 00:00:00;12796;1927;4896
2023-08-06 00:00:00;12789;1926;4893
2023-08-05 00:00:00;12783;1925;4889
2023-08-04 00:00:00;12783;1925;4889
2023-08-04 00:00:00;12776;1924;4886
2023-08-03 00:00:00;12762;1921;4883
2023-08-02 00:00:00;12751;1919;4880
2023-08-01 00:00:00;12741;1918;4878
2023-07-31 00:00:00;12739;1917;4875
2023-07-30 00:00:00;12737;1916;4873
2023-07-29 00:00:00;12731;1915;4870
2023-07-28 00:00:00;12719;1915;4869
2023-07-27 00:00:00;12711;1914;4867
2023-07-26 00:00:00;12701;1913;4864
2023-07-25 00:00:00;12692;1912;4862
2023-07-24 00:00:00;12686;1911;4860
2023-07-23 00:00:00;12679;1910;4858
2023-07-22 00:00:00;12668;1908;4855
2023-07-21 00:00:00;12658;1907;4851
2023-07-20 00:00:00;12652;1906;4849
2023-07-19 00:00:00;12640;1905;4847
2023-07-18 00:00:00;12632;1904;4843
2023-07-17 00:00:00;12619;1902;4841
2023-07-16 00:00:00;12611;1901;4838
2023-07-15 00:00:00;12602;1899;4835
2023-07-14 00:00:00;12596;1899;4833
2023-07-13 00:00:00;12590;1898;4831
2023-07-12 00:00:00;12578;1897;4828
2023-07-11 00:00:00;12566;1896;4826
2023-07-10 00:00:00;12559;1895;4823
2023-07-08 00:00:00;12540;1893;4818
2023-07-07 00:00:00;12532;1892;4815
2023-07-06 00:00:00;12522;1891;4813
2023-07-05 00:00:00;12516;1890;4811
2023-07-04 00:00:00;12510;1889;4808
2023-07-03 00:00:00;12500;1888;4806
2023-07-02 00:00:00;12496;1887;4802
2023-07-01 00:00:00;12494;1886;4800
2023-06-30 00:00:00;12488;1884;4797
2023-06-29 00:00:00;12481;1883;4793
2023-06-28 00:00:00;12476;1882;4791
2023-06-27 00:00:00;12473;1881;4787
2023-06-26 00:00:00;12467;1878;4784
2023-06-25 00:00:00;12457;1877;4781
2023-06-24 00:00:00;12452;1876;4778
2023-06-23 00:00:00;12446;1875;4774
2023-06-22 00:00:00;12440;1875;4772
2023-06-21 00:00:00;12435;1873;4769
2023-06-20 00:00:00;12433;1873;4767
2023-06-19 00:00:00;12430;1871;4763
2023-06-18 00:00:00;12424;1870;4760
2023-06-17 00:00:00;12415;1867;4755
2023-06-16 00:00:00;12407;1866;4753
2023-06-15 00:00:00;12400;1866;4750
2023-06-14 00:00:00;12392;1865;4748
2023-06-13 00:00:00;12385;1864;4746
2023-06-12 00:00:00;12376;1863;4743
2023-06-11 00:00:00;12371;1862;4741
2023-06-10 00:00:00;12360;1861;4739
2023-06-09 00:00:00;12356;1859;4736
2023-06-08 00:00:00;12350;1858;4732
2023-06-07 00:00:00;12344;1857;4730
2023-06-06 00:00:00;12339;1856;4727
2023-06-05 00:00:00;12330;1855;4723
2023-06-04 00:00:00;12317;1853;4721
2023-06-03 00:00:00;12309;1852;4718
2023-06-02 00:00:00;12299;1851;4715
2023-06-01 00:00:00;12294;1850;4712
2023-05-31 00:00:00;12291;1849;4709
2023-05-30 00:00:00;12284;1847;4706
2023-05-29 00:00:00;12275;1846;4701
2023-05-28 00:00:00;12270;1845;4699
2023-05-27 00:00:00;12268;1844;4697
2023-05-26 00:00:00;12266;1844;4695
2023-05-25 00:00:00;12264;1843;4693
2023-05-24 00:00:00;12262;1842;4691
2023-05-23 00:00:00;12260;1841;4689
2023-05-22 00:00:00;12258;1840;4687
2023-05-21 00:00:00;12255;1839;4681
2023-05-20 00:00:00;12247;1837;4677
2023-05-19 00:00:00;12241;1836;4673
2023-05-18 00:00:00;12231;1835;4671
2023-05-17 00:00:00;12224;1834;4666
2023-05-16 00:00:00;12221;1832;4662
2023-05-15 00:00:00;12217;1831;4658
2023-05-14 00:00:00;12214;1829;4652
2023-05-13 00:00:00;12201;1827;4645
2023-05-12 00:00:00;12195;1826;4639
2023-05-11 00:00:00;12182;1824;4635
2023-05-10 00:00:00;12176;1823;4633
2023-05-09 00:00:00;12165;1822;4630
2023-05-08 00:00:00;12151;1821;4626
2023-05-07 00:00:00;12144;1819;4623
2023-05-06 00:00:00;12131;1818;4620
2023-05-05 00:00:00;12125;1817;4618
2023-05-04 00:00:00;12117;1816;4614
2023-05-03 00:00:00;12110;1815;4611
2023-05-02 00:00:00;12103;1814;4609
2023-05-01 00:00:00;12096;1812;4607
2023-04-30 00:00:00;12085;1810;4603
2023-04-29 00:00:00;12075;1809;4600
2023-04-28 00:00:00;12067;1808;4597
2023-04-27 00:00:00;12060;1806;4595
2023-04-26 00:00:00;12048;1805;4592
2023-04-25 00:00:00;12039;1804;4589
2023-04-24 00:00:00;12029;1803;4585
2023-04-23 00:00:00;12021;1801;4578
2023-04-22 00:00:00;12016;1799;4573
2023-04-21 00:00:00;12009;1798;4569
2023-04-20 00:00:00;12006;1797;4564
2023-04-19 00:00:00;11999;1794;4560
2023-04-18 00:00:00;11988;1793;4557
2023-04-17 00:00:00;11982;1792;4554
2023-04-16 00:00:00;11974;1791;4551
2023-04-15 00:00:00;11967;1790;4548
2023-04-14 00:00:00;11957;1789;4546
2023-04-13 00:00:00;11950;1787;4542
2023-04-12 00:00:00;11946;1786;4538
2023-04-11 00:00:00;11941;1785;4536
2023-04-10 00:00:00;11932;1783;4532
2023-04-09 00:00:00;11921;1781;4528
2023-04-08 00:00:00;11910;1780;4526
2023-04-07 00:00:00;11902;1779;4523
2023-04-06 00:00:00;11899;1778;4520
2023-04-05 00:00:00;11892;1777;4517
2023-04-04 00:00:00;11879;1776;4513
2023-04-03 00:00:00;11875;1775;4509
2023-04-02 00:00:00;11868;1773;4504
2023-04-01 00:00:00;11855;1772;4502
2023-03-31 00:00:00;11852;1770;4499
2023-03-30 00:00:00;11845;1769;4496
2023-03-29 00:00:00;11838;1768;4492
2023-03-28 00:00:00;11829;1767;4488
2023-03-27 00:00:00;11821;1765;4482
2023-03-26 00:00:00;11811;1764;4479
2023-03-25 00:00:00;11799;1762;4476
2023-03-24 00:00:00;11792;1761;4472
2023-03-23 00:00:00;11787;1760;4469
2023-03-22 00:00:00;11778;1759;4466
2023-03-21 00:00:00;11767;1758;4462
2023-03-20 00:00:00;11759;1757;4458
2023-03-19 00:00:00;11757;1756;4454
2023-03-18 00:00:00;11747;1754;4451
2023-03-17 00:00:00;11743;1753;4449
2023-03-16 00:00:00;11738;1751;4446
2023-03-15 00:00:00;11730;1749;4443
2023-03-14 00:00:00;11723;1748;4440
2023-03-13 00:00:00;11717;1747;4436
2023-03-12 00:00:00;11707;1746;4433
2023-03-11 00:00:00;11696;1745;4431
2023-03-10 00:00:00;11690;1744;4428
2023-03-09 00:00:00;11680;1743;4424
2023-03-08 00:00:00;11669;1742;4420
2023-03-07 00:00:00;11657;1741;4417
2023-03-06 00:00:00;11646;1740;4414
2023-03-05 00:00:00;11634;1739;4411
2023-03-04 00:00:00;11627;1738;4408
2023-03-03 00:00:00;11616;1736;4404
2023-03-02 00:00:00;11612;1734;4400
2023-03-01 00:00:00;11599;1732;4392
2023-02-28 00:00:00;11596;1731;4387
2023-02-27 00:00:00;11590;1729;4382
2023-02-26 00:00:00;11582;1728;4379
2023-02-25 00:00:00;11574;1727;4375
2023-02-24 00:00:00;11568;1725;4372
2023-02-23 00:00:00;11564;1724;4367
2023-02-22 00:00:00;11555;1722;4361
2023-02-21 00:00:00;11545;1719;4356
2023-02-20 00:00:00;11537;1718;4350
2023-02-19 00:00:00;11530;1716;4345
2023-02-18 00:00:00;11524;1715;4342
2023-02-17 00:00:00;11521;1713;4336
2023-02-16 00:00:00;11514;1712;4333
2023-02-15 00:00:00;11505;1710;4328
2023-02-14 00:00:00;11499;1708;4321
2023-02-13 00:00:00;11496;1705;4315
2023-02-12 00:00:00;11488;1703;4312
2023-02-11 00:00:00;11477;1702;4308
2023-02-10 00:00:00;11470;1700;4302
2023-02-09 00:00:00;11466;1698;4295
2023-02-08 00:00:00;11460;1695;4288
2023-02-07 00:00:00;11449;1694;4285
2023-02-06 00:00:00;11442;1692;4279
2023-02-05 00:00:00;11431;1690;4276
2023-02-04 00:00:00;11423;1689;4274
2023-02-03 00:00:00;11416;1687;4269
2023-02-02 00:00:00;11407;1686;4266
2023-02-01 00:00:00;11403;1684;4260
2023-01-31 00:00:00;11394;1683;4258
2023-01-30 00:00:00;11387;1682;4252
2023-01-29 00:00:00;11377;1679;4248
2023-01-28 00:00:00;11369;1678;4245
2023-01-27 00:00:00;11362;1677;4243
2023-01-26 00:00:00;11355;1674;4236
2023-01-25 00:00:00;11346;1672;4230
2023-01-24 00:00:00;11334;1669;4224
2023-01-23 00:00:00;11326;1666;4216
2023-01-22 00:00:00;11315;1665;4213
2023-01-21 00:00:00;11308;1664;4211
2023-01-20 00:00:00;11302;1663;4206
2023-01-19 00:00:00;11298;1660;4200
2023-01-18 00:00:00;11288;1657;4193
2023-01-17 00:00:00;11282;1657;4191
2023-01-16 00:00:00;11275;1655;4185
2023-01-15 00:00:00;11267;1654;4183
2023-01-14 00:00:00;11256;1652;4179
2023-01-13 00:00:00;11254;1650;4175
2023-01-12 00:00:00;11248;1649;4171
2023-01-11 00:00:00;11240;1647;4167
2023-01-10 00:00:00;11233;1647;4165
2023-01-09 00:00:00;11224;1646;4161
2023-01-08 00:00:00;11214;1645;4158
2023-01-07 00:00:00;11207;1644;4155
2023-01-06 00:00:00;11205;1643;4152
2023-01-05 00:00:00;11197;1641;4147
2023-01-04 00:00:00;11192;1640;4144
2023-01-03 00:00:00;11185;1638;4140
2023-01-02 00:00:00;11179;1636;4138
2023-01-01 00:00:00;11175;1634;4134
2022-12-31 00:00:00;11172;1634;4129
2022-12-30 00:00:00;11164;1633;4126
2022-12-29 00:00:00;11153;1631;4122
2022-12-28 00:00:00;11144;1631;4119
2022-12-27 00:00:00;11137;1629;4115
2022-12-26 00:00:00;11127;1628;4111
2022-12-25 00:00:00;11115;1627;4108
2022-12-24 00:00:00;11106;1626;4104
2022-12-23 00:00:00;11097;1624;4101
2022-12-22 00:00:00;11095;1623;4099
2022-12-21 00:00:00;11091;1622;4095
2022-12-20 00:00:00;11081;1620;4092
2022-12-19 00:00:00;11074;1619;4090
2022-12-18 00:00:00;11062;1618;4086
2022-12-17 00:00:00;11056;1616;4082
2022-12-16 00:00:00;11052;1613;4078
2022-12-15 00:00:00;11046;1612;4075
2022-12-14 00:00:00;11039;1611;4072
2022-12-13 00:00:00;11035;1610;4067
2022-12-12 00:00:00;11031;1608;4063
2022-12-11 00:00:00;11026;1607;4060
2022-12-10 00:00:00;11016;1605;4057
2022-12-09 00:00:00;11012;1604;4054
2022-12-08 00:00:00;10997;1602;4050
2022-12-07 00:00:00;10986;1601;4046
2022-12-06 00:00:00;10982;1600;4043
2022-12-05 00:00:00;10973;1599;4039
2022-12-04 00:00:00;10966;1597;4035
2022-12-03 00:00:00;10953;1596;4033
2022-12-01 00:00:00;10945;1593;4027
2022-11-30 00:00:00;10939;1592;4024
2022-11-29 00:00:00;10934;1591;4021
2022-11-28 00:00:00;10932;1589;4017
2022-11-27 00:00:00;10923;1588;4011
2022-11-26 00:00:00;10916;1587;4008
2022-11-25 00:00:00;10913;1586;4005
2022-11-24 00:00:00;10904;1585;4001
2022-11-23 00:00:00;10897;1584;3999
2022-11-22 00:00:00;10890;1583;3996
2022-11-21 00:00:00;10882;1582;3992
2022-11-20 00:00:00;10873;1580;3989
2022-11-19 00:00:00;10867;1579;3987
2022-11-18 00:00:00;10858;1578;3984
2022-11-17 00:00:00;10854;1577;3981
2022-11-16 00:00:00;10846;1576;3978
2022-11-15 00:00:00;10839;1575;3975
2022-11-14 00:00:00;10834;1573;3971
2022-11-13 00:00:00;10825;1571;3964
2022-11-12 00:00:00;10820;1571;3960
2022-11-11 00:00:00;10813;1569;3957
2022-11-10 00:00:00;10804;1568;3954
2022-11-09 00:00:00;10801;1567;3951
2022-11-08 00:00:00;10797;1566;3948
2022-11-07 00:00:00;10790;1565;3945
2022-11-06 00:00:00;10782;1563;3941
2022-11-05 00:00:00;10776;1562;3937
2022-11-04 00:00:00;10773;1561;3934
2022-11-03 00:00:00;10763;1561;3931
2022-11-02 00:00:00;10754;1560;3927
2022-11-01 00:00:00;10744;1559;3924
2022-10-31 00:00:00;10737;1557;3921
2022-10-30 00:00:00;10730;1556;3918
2022-10-29 00:00:00;10718;1555;3915
2022-10-28 00:00:00;10715;1554;3912
2022-10-27 00:00:00;10708;1553;3910
2022-10-26 00:00:00;10704;1552;3906
2022-10-25 00:00:00;10699;1550;3903
2022-10-24 00:00:00;10690;1549;3901
2022-10-23 00:00:00;10675;1548;3898
2022-10-22 00:00:00;10664;1547;3894
2022-10-21 00:00:00;10658;1546;3892
2022-10-20 00:00:00;10654;1544;3889
2022-10-19 00:00:00;10648;1543;3885
2022-10-18 00:00:00;10641;1542;3882
2022-10-17 00:00:00;10630;1541;3879
2022-10-16 00:00:00;10623;1540;3876
2022-10-15 00:00:00;10616;1538;3873
2022-10-14 00:00:00;10610;1537;3870
2022-10-13 00:00:00;10606;1536;3867
2022-10-12 00:00:00;10598;1535;3864
2022-10-11 00:00:00;10586;1533;3860
2022-10-10 00:00:00;10581;1532;3858
2022-10-09 00:00:00;10572;1531;3855
2022-10-08 00:00:00;10561;1530;3853
2022-10-07 00:00:00;10553;1529;3850
2022-10-06 00:00:00;10546;1528;3848
2022-10-05 00:00:00;10531;1526;3845
2022-10-04 00:00:00;10528;1526;3843
2022-10-03 00:00:00;10523;1524;3837
2022-10-02 00:00:00;10515;1523;3832
2022-10-01 00:00:00;10509;1522;3830
2022-09-30 00:00:00;10504;1521;3827
2022-09-29 00:00:00;10497;1519;3824
2022-09-28 00:00:00;10490;1518;3820
2022-09-27 00:00:00;10479;1516;3817
2022-09-26 00:00:00;10470;1515;3814
2022-09-25 00:00:00;10463;1514;3811
2022-09-24 00:00:00;10460;1513;3808
2022-09-23 00:00:00;10452;1512;3805
2022-09-22 00:00:00;10442;1510;3802
2022-09-21 00:00:00;10436;1509;3799
2022-09-20 00:00:00;10427;1508;3796
2022-09-19 00:00:00;10419;1507;3793
2022-09-18 00:00:00;10408;1506;3791
2022-09-17 00:00:00;10403;1505;3789
2022-09-16 00:00:00;10395;1504;3786
2022-09-15 00:00:00;10381;1502;3781
2022-09-14 00:00:00;10379;1502;3778
2022-09-13 00:00:00;10374;1500;3775
2022-09-12 00:00:00;10363;1499;3772
2022-09-11 00:00:00;10357;1498;3769
2022-09-10 00:00:00;10354;1497;3766
2022-09-09 00:00:00;10351;1496;3763
2022-09-08 00:00:00;10341;1493;3759
2022-09-07 00:00:00;10339;1492;3756
2022-09-06 00:00:00;10328;1490;3754
2022-09-05 00:00:00;10324;1490;3752
2022-09-04 00:00:00;10322;1489;3750
2022-09-03 00:00:00;10320;1488;3748
2022-09-02 00:00:00;10317;1487;3746
2022-09-01 00:00:00;10315;1487;3744
2022-08-31 00:00:00;10313;1486;3742
2022-08-30 00:00:00;10311;1485;3740
2022-08-29 00:00:00;10302;1483;3738
2022-08-28 00:00:00;10286;1482;3734
2022-08-27 00:00:00;10283;1481;3731
2022-08-26 00:00:00;10272;1480;3728
2022-08-25 00:00:00;10264;1479;3726
2022-08-24 00:00:00;10257;1478;3723
2022-08-23 00:00:00;10250;1477;3719
2022-08-22 00:00:00;10243;1476;3716
2022-08-21 00:00:00;10232;1475;3714
2022-08-20 00:00:00;10225;1473;3711
2022-08-19 00:00:00;10219;1472;3708
2022-08-18 00:00:00;10211;1471;3705
2022-08-17 00:00:00;10203;1470;3702
2022-08-16 00:00:00;10197;1468;3699
2022-08-15 00:00:00;10191;1467;3697
2022-08-14 00:00:00;10184;1466;3693
2022-08-13 00:00:00;10175;1465;3690
2022-08-12 00:00:00;10170;1463;3687
2022-08-11 00:00:00;10167;1462;3683
2022-08-10 00:00:00;10158;1461;3680
2022-08-09 00:00:00;10148;1460;3676
2022-08-08 00:00:00;10139;1458;3674
2022-08-07 00:00:00;10128;1457;3670
2022-08-06 00:00:00;10122;1456;3668
2022-08-05 00:00:00;10118;1455;3666
2022-08-04 00:00:00;10110;1454;3663
2022-08-03 00:00:00;10101;1453;3660
2022-08-02 00:00:00;10094;1451;3657
2022-08-01 00:00:00;10082;1450;3654
2022-07-31 00:00:00;10076;1449;3650
2022-07-30 00:00:00;10072;1447;3647
2022-07-29 00:00:00;10064;1445;3644
2022-07-28 00:00:00;10056;1444;3641
2022-07-27 00:00:00;10042;1443;3639
2022-07-26 00:00:00;10034;1442;3637
2022-07-25 00:00:00;10022;1439;3634
2022-07-24 00:00:00;10016;1437;3630
2022-07-23 00:00:00;10014;1437;3629
2022-07-22 00:00:00;10013;1436;3627
2022-07-21 00:00:00;10011;1435;3625
2022-07-20 00:00:00;10009;1435;3623
2022-07-19 00:00:00;10007;1434;3621
2022-07-18 00:00:00;10003;1433;3619
2022-07-17 00:00:00;9993;1431;3614
2022-07-16 00:00:00;9990;1430;3612
2022-07-15 00:00:00;9982;1429;3609
2022-07-14 00:00:00;9970;1428;3606
2022-07-13 00:00:00;9963;1427;3603
2022-07-12 00:00:00;9961;1426;3601
2022-07-11 00:00:00;9955;1425;3597
2022-07-10 00:00:00;9947;1423;3594
2022-07-09 00:00:00;9933;1422;3591
2022-07-08 00:00:00;9926;1421;3589
2022-07-07 00:00:00;9919;1419;3586
2022-07-06 00:00:00;9910;1419;3583
2022-07-05 00:00:00;9899;1417;3581
2022-07-04 00:00:00;9891;1417;3578
2022-07-03 00:00:00;9880;1416;3575
2022-07-02 00:00:00;9869;1414;3573
2022-07-01 00:00:00;9862;1414;3570
2022-06-30 00:00:00;9854;1413;3567
2022-06-29 00:00:00;9842;1412;3565
2022-06-28 00:00:00;9833;1411;3562
2022-06-27 00:00:00;9823;1409;3560
2022-06-26 00:00:00;9812;1408;3558
2022-06-25 00:00:00;9801;1408;3556
2022-06-24 00:00:00;9795;1406;3553
2022-06-23 00:00:00;9791;1405;3550
2022-06-22 00:00:00;9786;1404;3547
2022-06-21 00:00:00;9778;1403;3544
2022-06-20 00:00:00;9769;1402;3541
2022-06-19 00:00:00;9759;1400;3538
2022-06-18 00:00:00;9753;1400;3535
2022-06-17 00:00:00;9747;1399;3532
2022-06-16 00:00:00;9737;1397;3529
2022-06-15 00:00:00;9733;1397;3526
2022-06-14 00:00:00;9723;1395;3524
2022-06-13 00:00:00;9709;1395;3521
2022-06-12 00:00:00;9702;1394;3518
2022-06-11 00:00:00;9696;1393;3517
2022-06-10 00:00:00;9683;1392;3514
2022-06-09 00:00:00;9673;1390;3511
2022-06-08 00:00:00;9662;1389;3509
2022-06-07 00:00:00;9654;1388;3506
2022-06-06 00:00:00;9650;1387;3503
2022-06-05 00:00:00;9641;1386;3500
2022-06-04 00:00:00;9637;1385;3497
2022-06-03 00:00:00;9626;1384;3494
2022-06-02 00:00:00;9620;1383;3492
2022-06-01 00:00:00;9615;1382;3489
2022-05-31 00:00:00;9604;1379;3486
2022-05-30 00:00:00;9593;1378;3483
2022-05-29 00:00:00;9585;1377;3479
2022-05-28 00:00:00;9576;1376;3477
2022-05-27 00:00:00;9570;1375;3473
2022-05-26 00:00:00;9563;1374;3471
2022-05-25 00:00:00;9554;1373;3468
2022-05-24 00:00:00;9549;1372;3465
2022-05-23 00:00:00;9543;1371;3462
2022-05-22 00:00:00;9537;1368;3457
2022-05-21 00:00:00;9531;1367;3453
2022-05-20 00:00:00;9523;1366;3451
2022-05-19 00:00:00;9512;1364;3447
2022-05-18 00:00:00;9505;1363;3444
2022-05-17 00:00:00;9495;1363;3442
2022-05-16 00:00:00;9482;1361;3439
2022-05-15 00:00:00;9474;1360;3435
2022-05-14 00:00:00;9463;1358;3432
2022-05-13 00:00:00;9458;1357;3429
2022-05-12 00:00:00;9452;1356;3426
2022-05-11 00:00:00;9447;1354;3422
2022-05-10 00:00:00;9436;1353;3418
2022-05-09 00:00:00;9429;1352;3415
2022-05-08 00:00:00;9422;1351;3409
2022-05-07 00:00:00;9410;1350;3407
2022-05-06 00:00:00;9404;1349;3404
2022-05-05 00:00:00;9400;1347;3400
2022-05-04 00:00:00;9389;1346;3396
2022-05-03 00:00:00;9382;1345;3393
2022-05-02 00:00:00;9375;1344;3390
2022-05-01 00:00:00;9362;1341;3384
2022-04-30 00:00:00;9352;1339;3381
2022-04-29 00:00:00;9344;1337;3378
2022-04-28 00:00:00;9334;1336;3375
2022-04-27 00:00:00;9327;1335;3373
2022-04-26 00:00:00;9319;1333;3369
2022-04-25 00:00:00;9309;1332;3366
2022-04-24 00:00:00;9294;1331;3363
2022-04-23 00:00:00;9292;1330;3361
2022-04-22 00:00:00;9289;1329;3357
2022-04-21 00:00:00;9285;1327;3354
2022-04-20 00:00:00;9279;1326;3350
2022-04-19 00:00:00;9277;1325;3347
2022-04-18 00:00:00;9274;1324;3343
2022-04-17 00:00:00;9271;1322;3340
2022-04-16 00:00:00;9269;1321;3336
2022-04-15 00:00:00;9265;1319;3333
2022-04-14 00:00:00;9261;1317;3328
2022-04-13 00:00:00;9255;1316;3325
2022-04-12 00:00:00;9246;1315;3322
2022-04-11 00:00:00;9239;1314;3319
2022-04-10 00:00:00;9235;1313;3313
2022-04-09 00:00:00;9222;1312;3310
2022-04-08 00:00:00;9217;1311;3307
2022-04-07 00:00:00;9210;1310;3305
2022-04-06 00:00:00;9204;1308;3302
2022-04-05 00:00:00;9195;1306;3297
2022-04-04 00:00:00;9188;1304;3291
2022-04-03 00:00:00;9175;1303;3288
2022-04-02 00:00:00;9173;1302;3285
2022-04-01 00:00:00;9169;1301;3281
2022-03-31 00:00:00;9161;1300;3278
2022-03-30 00:00:00;9155;1297;3274
2022-03-29 00:00:00;9149;1296;3271
2022-03-28 00:00:00;9136;1295;3267
2022-03-27 00:00:00;9134;1294;3264
2022-03-26 00:00:00;9127;1293;3260
2022-03-25 00:00:00;9119;1291;3256
2022-03-24 00:00:00;9111;1290;3253
2022-03-23 00:00:00;9101;1289;3249
2022-03-22 00:00:00;9094;1288;3247
2022-03-21 00:00:00;9091;1286;3243
2022-03-20 00:00:00;9083;1285;3238
2022-03-19 00:00:00;9076;1284;3236
2022-03-18 00:00:00;9067;1283;3233
2022-03-17 00:00:00;9061;1282;3230
