Date;Temperature_Max_C;Temperature_Min_C;Humidity_Mean_%;Precipitation_mm;UV_Index_Max
2023-08-19;27.8;19.0;69;0;7.6
2023-08-20;27.9;18.9;66;0;6.9
2023-08-21;29.7;19.8;68;0;7.4
2023-08-22;32.6;21.2;60;0;6.7
2023-08-23;30.3;19.9;73;0;6.7
2023-08-24;31.1;20.3;63;0;7.7
2023-08-25;28.6;18.9;65;0;6.9
2023-08-26;30.7;19.9;72;0;6.9
2023-08-27;26.2;17.6;60;0;7.2
2023-08-28;28.5;18.6;69;0;7.1
2023-08-29;27.8;18.2;62;0;6.8
2023-08-30;29.4;18.9;63;0;7.0
2023-08-31;29.3;18.8;75;0;6.9
2023-09-01;26.5;17.3;60;0;7.5
2023-09-02;30.1;19.0;64;0;6.3
2023-09-03;28.2;18.0;72;0;5.6
2023-09-04;28.5;18.1;70;0;6.8
2023-09-05;27.3;17.4;67;0;6.7
2023-09-06;25.4;16.3;62;0;5.8
2023-09-07;28.8;18.0;76;0;5.1
2023-09-08;27.8;17.4;76;0;5.3
2023-09-09;29.3;18.0;72;0;5.0
2023-09-10;23.9;15.3;70;0;5.7
2023-09-11;27.4;16.9;73;0;6.7
2023-09-12;24.0;15.2;65;0;5.8
2023-09-13;27.4;16.8;68;0;5.7
2023-09-14;27.1;16.5;61;0;6.4
2023-09-15;27.3;16.5;71;0;5.9
2023-09-16;27.9;16.8;65;0;6.2
2023-09-17;25.6;15.5;65;0;4.2
2023-09-18;22.8;14.0;62;0;4.7
2023-09-19;26.5;15.8;71;0;6.0
2023-09-20;26.5;15.7;68;0;5.3
2023-09-21;27.0;15.9;78;0;5.2
2023-09-22;24.5;14.5;64;0;4.9
2023-09-23;22.9;13.6;69;0;5.4
2023-09-24;23.1;13.7;67;0;5.4
2023-09-25;25.0;14.5;80;0;5.2
2023-09-26;22.3;13.1;62;0;4.3
2023-09-27;22.8;13.3;67;0;4.0
2023-09-28;24.8;14.2;69;0;4.4
2023-09-29;23.0;13.2;74;0;5.0
2023-09-30;21.6;12.4;71;0;4.1
2023-10-01;20.7;11.9;80;0;4.2
2023-10-02;25.1;14.0;81;0;4.4
2023-10-03;21.0;11.9;73;0;4.7
2023-10-04;25.2;13.8;79;0;3.5
2023-10-05;19.8;11.1;70;0;4.3
2023-10-06;19.4;10.8;76;0;4.4
2023-10-07;19.1;10.5;81;0;2.8
2023-10-08;24.7;13.3;74;10.8;4.0
2023-10-09;22.9;12.3;78;0;2.5
2023-10-10;20.4;11.0;75;1.5;4.0
2023-10-11;23.6;12.5;76;0;3.7
2023-10-12;18.6;9.9;72;0;3.5
2023-10-13;21.5;11.3;80;0;4.0
2023-10-14;19.8;10.4;73;0;2.8
2023-10-15;21.4;11.1;69;1.4;3.2
2023-10-16;21.0;10.8;81;0;2.6
2023-10-17;23.4;11.9;76;0;3.5
2023-10-18;21.0;10.6;79;0;3.4
2023-10-19;21.4;10.8;83;0;3.3
2023-10-20;19.0;9.5;85;0;1.9
2023-10-21;17.8;8.8;86;6.7;3.2
2023-10-22;22.0;10.9;80;0;1.6
2023-10-23;19.1;9.3;77;0;1.7
2023-10-24;20.1;9.7;88;0;2.6
2023-10-25;17.2;8.2;77;12.0;1.2
2023-10-26;19.1;9.1;83;0;2.8
2023-10-27;21.2;10.1;69;0;1.9
2023-10-28;19.4;9.1;76;0;2.8
2023-10-29;17.0;7.8;71;0;0.9
2023-10-30;20.0;9.3;88;0;2.7
2023-10-31;19.6;9.0;71;5.6;2.3
2023-11-01;17.4;7.8;86;23.6;1.8
2023-11-02;18.3;8.2;80;0;0.7
2023-11-03;20.5;9.3;78;0;1.2
2023-11-04;20.8;9.4;89;0;2.0
2023-11-05;19.9;8.9;76;0;1.7
2023-11-06;17.9;7.8;78;19.9;0.8
2023-11-07;16.3;6.9;81;0;0.7
2023-11-08;15.5;6.5;86;0;1.9
2023-11-09;18.6;8.0;86;0;1.9
2023-11-10;15.6;6.5;74;8.5;2.0
2023-11-11;14.6;5.9;74;6.1;0.5
2023-11-12;15.7;6.4;80;0;0.3
2023-11-13;14.5;5.7;85;0;0.9
2023-11-14;19.4;8.1;83;0;0.1
2023-11-15;17.6;7.2;85;17.3;1.0
2023-11-16;16.7;6.7;90;0;0.3
2023-11-17;18.4;7.5;79;0;0.0
2023-11-18;15.5;6.0;76;0;0.7
2023-11-19;15.1;5.8;87;14.1;0.2
2023-11-20;19.1;7.7;74;17.3;0.6
2023-11-21;18.1;7.2;84;21.5;0.2
2023-11-22;15.0;5.6;81;0;1.2
2023-11-23;16.3;6.2;76;0;0.1
2023-11-24;15.8;5.9;79;0;0.2
2023-11-25;13.1;4.5;86;13.4;0
2023-11-26;14.7;5.3;87;0;1.1
2023-11-27;14.7;5.2;86;0;0
2023-11-28;15.4;5.6;81;0;0.1
2023-11-29;15.4;5.5;82;0;1.2
2023-11-30;14.8;5.2;84;1.4;1.0
2023-12-01;16.8;6.1;90;21.0;0
2023-12-02;14.8;5.1;78;0;0
2023-12-03;15.8;5.6;90;13.2;0.9
2023-12-04;16.2;5.8;90;22.9;0
2023-12-05;13.3;4.3;90;0;0.9
2023-12-06;15.0;5.2;80;5.9;0.4
2023-12-07;17.2;6.2;86;0;0
2023-12-08;13.0;4.1;77;0;0
2023-12-09;12.4;3.8;90;18.9;0
2023-12-10;14.2;4.7;90;0;0.7
2023-12-11;17.2;6.2;90;6.8;0
2023-12-12;14.8;4.9;90;17.5;0.8
2023-12-13;15.9;5.5;85;20.0;0
2023-12-14;14.5;4.8;90;0;0
2023-12-15;13.4;4.2;76;22.0;0
2023-12-16;15.2;5.1;90;0;0.5
2023-12-17;17.9;6.5;87;1.8;0.6
2023-12-18;12.5;3.7;81;0;0
2023-12-19;12.5;3.7;82;0;0.1
2023-12-20;15.4;5.2;84;0;0.2
2023-12-21;17.2;6.1;85;0;0.3
2023-12-22;16.2;5.6;90;0;1.0
2023-12-23;12.2;3.6;82;0;0.9
2023-12-24;15.2;5.1;76;13.8;0.3
2023-12-25;17.5;6.3;83;0;0
2023-12-26;13.9;4.5;88;0;0.4
2023-12-27;12.1;3.6;86;0;0
2023-12-28;17.1;6.1;80;13.8;0.6
2023-12-29;14.0;4.6;86;4.3;0.6
2023-12-30;12.3;3.7;83;3.4;0
2023-12-31;12.9;4.0;75;0;0.1
2024-01-01;16.0;5.6;76;9.9;0
2024-01-02;12.7;4.0;80;0;0.2
2024-01-03;14.0;4.6;75;2.7;0
2024-01-04;15.6;5.5;90;0;0.9
2024-01-05;16.2;5.8;90;16.3;0.7
2024-01-06;16.8;6.1;87;21.1;0.7
2024-01-07;14.8;5.1;75;0;0
2024-01-08;14.9;5.2;85;15.5;0
2024-01-09;14.2;4.9;80;0;0.1
2024-01-10;17.8;6.7;76;0;0.9
2024-01-11;15.5;5.6;90;0;0
2024-01-12;13.9;4.9;80;1.3;1.1
2024-01-13;16.0;5.9;79;17.1;0
2024-01-14;15.9;5.9;90;0;0.1
2024-01-15;15.2;5.6;87;0;0.3
2024-01-16;19.0;7.5;77;17.3;1.1
2024-01-17;16.7;6.4;80;0;1.6
2024-01-18;15.3;5.8;90;3.5;1.2
2024-01-19;13.8;5.1;86;22.9;1.1
2024-01-20;18.4;7.4;89;24.3;1.4
2024-01-21;15.7;6.1;75;0;0.1
2024-01-22;19.4;8.0;75;2.4;1.4
2024-01-23;17.2;6.9;89;4.8;0.9
2024-01-24;16.8;6.8;75;0;0.2
2024-01-25;14.8;5.8;90;13.3;1.3
2024-01-26;17.2;7.1;73;0.4;0.9
2024-01-27;18.4;7.8;83;0;0.1
2024-01-28;19.0;8.1;78;0;0.9
2024-01-29;16.2;6.8;80;12.5;0.7
2024-01-30;20.2;8.8;80;18.7;2.2
2024-01-31;20.3;8.9;76;10.7;0.3
2024-02-01;20.3;9.0;75;0;2.2
2024-02-02;18.9;8.3;73;0;0.8
2024-02-03;19.5;8.7;83;0;2.4
2024-02-04;19.9;9.0;71;0;0.5
2024-02-05;20.0;9.1;73;13.6;2.3
2024-02-06;18.2;8.2;86;0;0.6
2024-02-07;16.4;7.4;76;17.7;1.4
2024-02-08;20.6;9.6;88;22.4;1.4
2024-02-09;19.9;9.2;89;0;1.8
2024-02-10;16.2;7.5;81;0;1.0
2024-02-11;20.2;9.6;77;0;1.6
2024-02-12;21.6;10.3;70;0.5;2.3
2024-02-13;16.4;7.8;69;15.4;1.5
2024-02-14;17.5;8.4;72;0;2.6
2024-02-15;18.8;9.1;86;0;1.9
2024-02-16;18.9;9.2;87;0;2.7
2024-02-17;17.5;8.6;83;2.7;2.1
2024-02-18;20.4;10.1;78;5.0;2.8
2024-02-19;18.4;9.2;83;0;3.3
2024-02-20;19.0;9.6;84;0;3.5
2024-02-21;17.7;9.0;77;0;2.0
2024-02-22;21.1;10.8;75;17.2;2.3
2024-02-23;20.4;10.5;86;0;2.0
2024-02-24;18.8;9.8;72;0;3.4
2024-02-25;21.0;11.0;78;0;3.1
2024-02-26;23.5;12.3;66;0;3.2
2024-02-27;24.2;12.8;66;0;2.2
2024-02-28;23.6;12.5;72;0;3.6
2024-02-29;19.5;10.6;72;0;2.6
2024-03-01;21.3;11.5;65;0;2.8
2024-03-02;22.2;12.1;66;0;3.2
2024-03-03;20.3;11.2;78;12.8;3.2
2024-03-04;23.3;12.8;69;0;4.4
2024-03-05;21.1;11.8;72;0;3.5
2024-03-06;24.2;13.4;68;5.3;3.8
2024-03-07;21.0;11.9;74;2.4;3.1
2024-03-08;22.5;12.7;77;0;3.7
2024-03-09;22.9;13.0;68;0;4.2
2024-03-10;25.9;14.6;65;0;4.4
2024-03-11;24.1;13.8;72;12.3;5.0
2024-03-12;22.6;13.1;74;19.5;4.2
2024-03-13;22.6;13.2;64;11.1;4.2
2024-03-14;21.5;12.7;75;15.9;5.1
2024-03-15;26.4;15.3;76;21.1;4.8
2024-03-16;23.6;14.0;73;0;3.7
2024-03-17;24.9;14.7;78;0;5.1
2024-03-18;23.5;14.1;79;0;4.4
2024-03-19;26.7;15.8;63;16.4;4.5
2024-03-20;27.2;16.1;67;0;5.7
2024-03-21;22.7;13.9;73;0;4.5
2024-03-22;23.1;14.2;75;0.5;5.3
2024-03-23;24.8;15.2;73;0;4.9
2024-03-24;26.5;16.1;62;0.5;4.5
2024-03-25;27.5;16.7;62;9.4;6.1
2024-03-26;28.0;17.0;65;7.6;5.9
2024-03-27;27.1;16.7;64;0;5.7
2024-03-28;24.3;15.3;67;15.9;5.5
2024-03-29;25.6;16.1;71;0;6.4
2024-03-30;27.8;17.3;75;0;5.4
2024-03-31;24.5;15.7;75;0;5.8
2024-04-01;29.1;18.1;61;0;5.5
2024-04-02;29.3;18.3;62;0;6.3
2024-04-03;26.2;16.8;75;0;6.7
2024-04-04;26.0;16.8;67;0;6.8
2024-04-05;29.3;18.5;70;0;6.4
2024-04-06;26.5;17.2;75;0;6.7
2024-04-07;25.9;17.0;60;4.6;6.4
2024-04-08;25.3;16.8;58;0;7.0
2024-04-09;25.6;17.0;59;0;5.9
2024-04-10;30.2;19.4;66;3.2;7.7
2024-04-11;28.4;18.5;62;0;7.2
2024-04-12;27.6;18.2;70;0;6.0
2024-04-13;30.7;19.9;57;4.8;7.5
2024-04-14;26.9;18.0;55;0;7.5
2024-04-15;29.9;19.6;65;0;6.9
2024-04-16;28.7;19.1;60;0;7.5
2024-04-17;27.8;18.7;65;0;7.5
2024-04-18;29.0;19.4;61;0;6.4
2024-04-19;29.8;19.9;67;0;6.6
2024-04-20;28.6;19.4;67;0;7.9
2024-04-21;31.4;20.8;69;0;8.0
2024-04-22;30.0;20.2;54;7.0;8.3
2024-04-23;28.6;19.6;68;0;6.9
2024-04-24;33.4;22.0;66;0;7.9
2024-04-25;31.6;21.2;59;5.4;8.8
2024-04-26;32.7;21.8;65;0;7.3
2024-04-27;30.7;20.9;69;0;8.4
2024-04-28;30.6;20.9;63;0;7.2
2024-04-29;32.6;22.0;52;0;8.4
2024-04-30;30.6;21.0;55;0;8.1
2024-05-01;31.8;21.7;56;0;7.9
2024-05-02;34.0;22.9;61;0;8.5
2024-05-03;33.1;22.5;56;0;8.3
2024-05-04;30.0;21.0;60;0;8.3
2024-05-05;31.5;21.8;63;0;7.7
2024-05-06;30.1;21.2;67;0;7.8
2024-05-07;33.7;23.0;69;0;9.0
2024-05-08;34.0;23.2;65;0;8.9
2024-05-09;31.1;21.8;62;12.9;9.7
2024-05-10;31.0;21.9;49;5.8;7.9
2024-05-11;33.8;23.3;66;0;8.9
2024-05-12;34.2;23.6;59;0;9.5
2024-05-13;31.0;22.0;49;0;8.6
2024-05-14;33.6;23.4;54;0;8.3
2024-05-15;34.1;23.7;62;0;9.7
2024-05-16;31.3;22.3;62;0;9.3
2024-05-17;35.0;24.2;49;6.1;8.7
2024-05-18;30.9;22.2;66;0;9.8
2024-05-19;30.6;22.1;60;0;9.4
2024-05-20;36.0;24.8;48;0;9.9
2024-05-21;31.1;22.4;60;0;10.2
2024-05-22;32.7;23.3;58;10.9;9.9
2024-05-23;34.9;24.4;62;0;10.5
2024-05-24;36.5;25.2;62;0;9.8
2024-05-25;35.4;24.8;58;0;9.9
2024-05-26;34.2;24.2;47;0;9.1
2024-05-27;35.6;24.9;47;0;10.1
2024-05-28;35.3;24.8;47;6.1;10.2
2024-05-29;36.9;25.6;57;0;10.1
2024-05-30;31.4;22.9;60;0;10.1
2024-05-31;35.1;24.8;46;0;10.1
2024-06-01;37.1;25.8;46;0;9.6
2024-06-02;37.0;25.8;61;0;9.5
2024-06-03;34.7;24.6;54;2.1;10.5
2024-06-04;33.7;24.2;60;0;9.0
2024-06-05;36.6;25.7;49;0;10.3
2024-06-06;36.4;25.6;60;5.5;9.0
2024-06-07;34.3;24.5;46;0;10.2
2024-06-08;36.1;25.5;52;0;9.2
2024-06-09;35.4;25.1;48;0;9.4
2024-06-10;37.8;26.3;55;0;10.9
2024-06-11;36.8;25.8;60;0;9.9
2024-06-12;33.5;24.2;54;0;9.7
2024-06-13;37.1;26.0;59;0;9.5
2024-06-14;36.3;25.6;49;0;10.5
2024-06-15;37.9;26.4;55;0;10.5
2024-06-16;34.0;24.5;51;0;9.3
2024-06-17;36.6;25.8;55;0;9.8
2024-06-18;37.6;26.3;53;0;10.3
2024-06-19;34.2;24.6;58;0;10.2
2024-06-20;33.8;24.4;61;3.8;10.9
2024-06-21;33.1;24.0;49;0;9.4
2024-06-22;35.0;25.0;58;0;10.5
2024-06-23;36.6;25.8;48;0;10.5
2024-06-24;36.1;25.6;49;0;9.5
2024-06-25;36.2;25.6;54;0;10.1
2024-06-26;37.6;26.3;47;0;10.6
2024-06-27;32.4;23.6;49;0;9.9
2024-06-28;37.7;26.3;47;0;9.5
2024-06-29;34.6;24.7;57;0;10.2
2024-06-30;33.1;24.0;65;6.5;9.7
2024-07-01;35.6;25.2;55;0;9.6
2024-07-02;33.3;24.0;56;0;10.0
2024-07-03;35.8;25.2;55;0;9.8
2024-07-04;35.8;25.2;60;0;10.4
2024-07-05;32.3;23.5;65;0;9.9
2024-07-06;36.7;25.6;49;0;9.6
2024-07-07;32.7;23.6;49;0;9.8
2024-07-08;36.2;25.3;63;0;10.4
2024-07-09;32.4;23.4;63;0;10.6
2024-07-10;33.7;24.1;66;0;9.0
2024-07-11;32.8;23.6;64;0;9.0
2024-07-12;36.8;25.5;60;0;10.3
2024-07-13;33.4;23.8;51;0;8.7
2024-07-14;31.3;22.7;60;0;8.7
2024-07-15;36.9;25.5;61;0;10.2
2024-07-16;36.8;25.4;63;0;10.1
2024-07-17;36.8;25.3;54;0;9.4
2024-07-18;31.9;22.8;49;0;8.6
2024-07-19;31.6;22.6;48;0;10.0
2024-07-20;31.1;22.4;67;0;10.1
2024-07-21;35.8;24.7;52;0;10.2
2024-07-22;33.3;23.4;66;0;9.1
2024-07-23;32.6;23.0;51;0;9.3
2024-07-24;31.5;22.4;57;5.5;9.6
2024-07-25;36.1;24.6;62;0;9.9
2024-07-26;36.0;24.5;53;0;9.9
2024-07-27;30.5;21.7;55;0;8.4
2024-07-28;34.1;23.5;62;0;9.9
2024-07-29;31.7;22.2;58;0;8.5
2024-07-30;32.1;22.4;51;0;8.5
2024-07-31;34.2;23.3;69;0;7.9
2024-08-01;29.9;21.2;58;0;8.5
2024-08-02;35.3;23.8;56;0;9.2
2024-08-03;30.1;21.1;66;0;8.9
2024-08-04;29.3;20.7;60;0;9.2
2024-08-05;33.2;22.5;52;0;7.9
2024-08-06;34.8;23.3;52;0;7.5
2024-08-07;29.8;20.7;66;0;9.3
2024-08-08;32.0;21.8;54;0;8.6
2024-08-09;33.3;22.4;63;0;7.2
2024-08-10;31.2;21.3;53;0;7.8
2024-08-11;31.6;21.4;60;0;8.6
2024-08-12;32.8;21.9;53;0;7.9
2024-08-13;28.3;19.6;61;0;7.3
2024-08-14;28.8;19.8;55;0;7.2
2024-08-15;27.8;19.2;65;0;7.6
2024-08-16;29.8;20.1;71;0;7.4
2024-08-17;28.2;19.2;53;0;7.7
2024-08-18;32.5;21.3;69;0;7.2
2024-08-19;27.1;18.6;71;0;8.3
2024-08-20;30.0;20.0;61;0;8.3
2024-08-21;29.8;19.8;66;0;7.2
2024-08-22;30.7;20.1;64;0;7.1
2024-08-23;31.3;20.3;57;1.0;8.1
2024-08-24;30.1;19.7;72;0;6.1
2024-08-25;30.4;19.8;56;0;6.6
2024-08-26;28.5;18.7;65;0;6.9
2024-08-27;26.6;17.7;72;0;7.0
2024-08-28;26.0;17.3;58;0;7.2
2024-08-29;31.3;19.9;57;0;7.0
2024-08-30;30.8;19.5;68;1.2;7.1
2024-08-31;26.4;17.3;70;0;6.5
2024-09-01;29.0;18.5;74;0;7.4
2024-09-02;29.8;18.8;75;0;6.4
2024-09-03;28.9;18.3;74;0;7.3
2024-09-04;29.0;18.2;64;0;6.4
2024-09-05;26.6;17.0;63;0;6.0
2024-09-06;24.7;15.9;58;0;5.7
2024-09-07;26.7;16.9;76;0;6.9
2024-09-08;26.2;16.5;62;0;6.3
2024-09-09;24.6;15.6;59;0;5.2
2024-09-10;25.5;16.0;59;0;5.6
2024-09-11;25.5;15.9;65;0;6.5
2024-09-12;25.6;15.8;75;0;5.0
2024-09-13;23.2;14.6;64;0;6.0
2024-09-14;27.4;16.6;60;0;6.3
2024-09-15;24.1;14.8;70;0;6.0
2024-09-16;25.6;15.5;68;0;4.4
2024-09-17;22.5;13.9;78;0;4.7
2024-09-18;25.8;15.4;70;0;5.6
2024-09-19;22.1;13.5;70;0;4.1
2024-09-20;22.6;13.7;66;0;5.0
2024-09-21;24.1;14.3;79;0;4.9
2024-09-22;25.9;15.1;70;0;4.5
2024-09-23;21.6;12.9;73;0;3.8
2024-09-24;22.7;13.4;78;0;5.1
2024-09-25;21.9;12.9;67;0;4.8
2024-09-26;22.8;13.2;66;0;4.8
2024-09-27;24.4;14.0;72;0;4.7
2024-09-28;23.9;13.6;64;0;5.1
2024-09-29;21.7;12.5;77;0;4.5
2024-09-30;23.2;13.1;78;0;3.1
2024-10-01;22.8;12.9;74;0;4.0
2024-10-02;23.0;12.9;75;0;3.4
2024-10-03;22.9;12.7;72;0;3.5
2024-10-04;21.9;12.1;80;0;3.4
2024-10-05;21.4;11.8;82;0;4.3
2024-10-06;24.0;13.0;69;11.8;3.6
2024-10-07;20.6;11.2;68;0;3.2
2024-10-08;21.6;11.7;66;13.7;4.0
2024-10-09;24.4;13.0;74;0;2.9
2024-10-10;20.5;11.0;73;0;3.3
2024-10-11;21.4;11.3;82;0;3.3
2024-10-12;19.3;10.2;72;0;3.6
2024-10-13;18.4;9.6;72;0;2.2
2024-10-14;20.0;10.4;80;0;2.3
2024-10-15;19.4;10.0;72;0;3.2
2024-10-16;22.0;11.2;76;0;2.3
2024-10-17;22.9;11.6;79;0;1.9
2024-10-18;18.1;9.1;69;0;2.4
2024-10-19;17.3;8.7;71;0;2.8
2024-10-20;19.7;9.8;86;0;2.5
2024-10-21;22.2;11.0;76;0;1.9
2024-10-22;21.8;10.7;75;14.5;3.3
2024-10-23;22.3;10.9;81;0;1.3
2024-10-24;18.9;9.1;72;0;1.7
2024-10-25;19.3;9.2;75;0;1.2
2024-10-26;19.2;9.1;83;9.6;1.9
2024-10-27;21.0;9.9;78;4.6;1.3
2024-10-28;17.1;7.9;70;1.5;2.1
2024-10-29;16.0;7.3;88;0;2.5
2024-10-30;16.5;7.5;84;0;2.4
2024-10-31;20.3;9.3;75;0;0.7
2024-11-01;20.1;9.2;71;22.0;1.1
2024-11-02;17.0;7.5;89;14.5;2.4
2024-11-03;18.7;8.3;80;0;1.1
2024-11-04;16.6;7.2;89;1.2;0.7
2024-11-05;17.8;7.7;78;17.3;2.0
2024-11-06;20.3;8.9;72;15.2;0.6
2024-11-07;18.4;7.9;89;0;1.0
2024-11-08;19.0;8.2;73;13.0;1.7
2024-11-09;14.7;6.0;82;9.0;1.6
2024-11-10;18.9;8.0;86;8.1;1.1
2024-11-11;15.4;6.2;79;0;1.8
2024-11-12;18.3;7.6;82;0;0.4
2024-11-13;14.2;5.5;82;22.3;0.8
2024-11-14;18.3;7.5;76;0;0.2
2024-11-15;18.7;7.7;86;0;0.4
2024-11-16;16.3;6.4;88;0;0.7
2024-11-17;18.2;7.4;75;0;1.0
2024-11-18;17.6;7.0;84;12.3;1.4
2024-11-19;17.6;7.0;90;0;0
2024-11-20;17.9;7.0;81;0;0.7
2024-11-21;14.1;5.1;73;0;0.0
2024-11-22;16.2;6.1;86;14.3;0.5
2024-11-23;13.1;4.6;84;0;0.5
2024-11-24;13.5;4.7;90;0.7;0
2024-11-25;14.7;5.3;83;11.1;0.9
2024-11-26;13.9;4.8;85;0;0
2024-11-27;16.2;5.9;76;0;1.2
2024-11-28;13.6;4.6;82;0;0.3
2024-11-29;17.9;6.7;76;13.7;0
2024-11-30;16.8;6.2;90;16.6;0.5
2024-12-01;13.6;4.5;88;0;0.4
2024-12-02;13.5;4.5;82;0;0.3
2024-12-03;18.3;6.8;76;0;0.8
2024-12-04;15.3;5.3;86;0;0.9
2024-12-05;16.5;5.9;90;0;0.6
2024-12-06;17.1;6.1;76;0;0.1
2024-12-07;17.0;6.1;90;10.0;0
2024-12-08;14.4;4.8;90;8.3;0.0
2024-12-09;17.6;6.4;84;21.4;0
2024-12-10;18.0;6.6;78;0;0.4
2024-12-11;12.2;3.6;90;0;0
2024-12-12;16.6;5.9;90;0;0.4
2024-12-13;15.8;5.4;82;0;0.5
2024-12-14;15.2;5.1;86;0;0
2024-12-15;12.4;3.7;87;24.0;0
2024-12-16;12.8;3.9;85;0;0.6
2024-12-17;17.5;6.2;81;0;0
2024-12-18;15.1;5.0;78;0;0.2
2024-12-19;12.1;3.5;82;0;0.9
2024-12-20;13.7;4.3;77;6.6;0
2024-12-21;15.7;5.3;83;17.1;0.8
2024-12-22;16.2;5.6;90;0;0.9
2024-12-23;14.1;4.6;89;0;0
2024-12-24;12.3;3.7;88;0;0.6
2024-12-25;16.0;5.5;90;20.8;0.3
2024-12-26;16.3;5.7;90;18.7;0
2024-12-27;15.9;5.5;90;10.9;0
2024-12-28;14.6;4.9;76;11.8;1.0
2024-12-29;13.4;4.3;90;0;0.3
2024-12-30;17.3;6.2;87;0;0.2
2024-12-31;16.4;5.8;90;0;0.1
2025-01-01;15.8;5.5;76;0;0
2025-01-02;13.3;4.3;79;20.0;0
2025-01-03;13.8;4.6;79;0;0
2025-01-04;17.0;6.2;81;0;1.1
2025-01-05;18.2;6.8;80;0;0
2025-01-06;18.4;6.9;79;0;1.2
2025-01-07;17.0;6.3;81;11.8;0
2025-01-08;16.7;6.1;75;0;0.9
2025-01-09;13.2;4.4;76;2.6;0.2
2025-01-10;14.0;4.9;81;18.2;0.8
2025-01-11;17.5;6.6;84;0;0.3
2025-01-12;14.8;5.3;83;0;1.3
2025-01-13;16.9;6.4;83;0;0.1
2025-01-14;17.2;6.6;87;0;0
2025-01-15;18.7;7.4;90;0.0;0.7
2025-01-16;13.8;5.0;88;0;1.5
2025-01-17;18.4;7.3;80;20.8;0.8
2025-01-18;14.0;5.1;86;0;1.1
2025-01-19;15.2;5.8;79;0;0.3
2025-01-20;17.8;7.1;74;0;0.2
2025-01-21;17.4;7.0;90;0;1.2
2025-01-22;15.7;6.2;75;22.6;0.9
2025-01-23;16.8;6.7;77;2.3;1.0
2025-01-24;13.9;5.3;76;0;1.3
2025-01-25;18.2;7.5;79;0;1.1
2025-01-26;19.8;8.4;79;0;0.6
2025-01-27;18.1;7.6;78;17.1;0.9
2025-01-28;15.9;6.5;88;0;1.5
2025-01-29;16.7;7.0;80;0;1.7
2025-01-30;17.6;7.5;90;0;2.1
2025-01-31;19.9;8.7;84;0;1.4
2025-02-01;15.4;6.5;83;0;1.9
2025-02-02;16.1;6.9;77;0;2.1
2025-02-03;17.7;7.8;74;0;0.9
2025-02-04;19.0;8.5;87;0;1.4
2025-02-05;20.7;9.4;89;12.8;1.6
2025-02-06;18.7;8.5;82;0;0.8
2025-02-07;19.3;8.8;87;7.8;2.6
2025-02-08;18.0;8.3;77;0;1.4
2025-02-09;19.9;9.3;88;3.0;2.4
2025-02-10;17.7;8.3;87;0;1.8
2025-02-11;21.0;10.0;77;11.6;1.8
2025-02-12;19.1;9.1;74;0;2.3
2025-02-13;20.7;9.9;74;0;1.7
2025-02-14;19.1;9.2;76;0;2.6
2025-02-15;19.5;9.5;69;0;2.3
2025-02-16;18.2;8.9;82;0;3.0
2025-02-17;20.2;10.0;74;23.8;3.0
2025-02-18;19.2;9.6;68;0;2.2
2025-02-19;17.7;8.9;87;0;3.1
2025-02-20;17.7;8.9;80;0;2.0
2025-02-21;17.6;9.0;72;0;2.5
2025-02-22;18.1;9.3;86;4.2;2.4
2025-02-23;19.3;10.0;69;1.5;3.6
2025-02-24;18.1;9.5;74;0;2.0
2025-02-25;20.8;10.9;81;0;2.9
2025-02-26;23.1;12.1;76;0;2.9
2025-02-27;20.6;11.0;74;0;4.0
2025-02-28;20.1;10.8;67;22.9;3.6
2025-03-01;22.5;12.1;73;0;4.2
2025-03-02;22.2;12.0;66;0;4.3
2025-03-03;22.1;12.0;76;3.3;3.7
2025-03-04;22.9;12.5;80;17.7;2.7
2025-03-05;21.3;11.8;67;0;2.8
2025-03-06;21.7;12.1;80;0;3.5
2025-03-07;25.1;13.9;67;0;4.1
2025-03-08;24.0;13.4;66;0;3.5
2025-03-09;21.0;12.0;69;0;4.0
2025-03-10;22.9;13.0;63;11.4;3.7
2025-03-11;21.4;12.4;72;8.7;4.3
2025-03-12;23.8;13.6;75;18.9;3.8
2025-03-13;22.3;12.9;67;24.8;4.5
2025-03-14;22.3;13.0;72;0;4.2
2025-03-15;21.2;12.6;64;0;4.8
2025-03-16;23.3;13.7;73;2.2;5.2
2025-03-17;23.6;14.0;67;0;5.1
2025-03-18;24.0;14.2;74;23.4;3.8
2025-03-19;26.5;15.6;67;0;4.7
2025-03-20;23.7;14.2;80;0;5.1
2025-03-21;27.8;16.4;65;0;4.2
2025-03-22;25.6;15.4;71;0;5.7
2025-03-23;26.9;16.1;66;0;5.4
2025-03-24;25.5;15.5;77;18.2;4.7
2025-03-25;24.8;15.3;72;12.5;4.6
2025-03-26;26.5;16.2;70;12.2;4.7
2025-03-27;28.0;17.0;66;0;4.9
2025-03-28;27.4;16.8;72;0;6.3
2025-03-29;26.8;16.6;72;15.1;5.4
2025-03-30;25.2;15.9;72;12.6;4.8
2025-03-31;25.8;16.3;70;0;5.1
2025-04-01;26.0;16.4;75;0;5.9
2025-04-02;28.5;17.8;74;0;6.0
2025-04-03;25.8;16.5;63;0;5.7
2025-04-04;28.5;17.9;67;0;6.6
2025-04-05;27.2;17.4;64;0;6.2
2025-04-06;26.6;17.2;65;0;6.3
